FaceStream2, version: 1.6.0
Unknown argument: "2"
I0621 18:47:13.380610 29872 Tracker.cpp:590] minScoreOfSending      : 0.5187
I0621 18:47:13.380750 29872 Tracker.cpp:591] sendMode               : 0
I0621 18:47:13.380756 29872 Tracker.cpp:592] detectorStep           : 0
I0621 18:47:13.380759 29872 Tracker.cpp:593] minDetection           : 80
I0621 18:47:13.380762 29872 Tracker.cpp:594] detectorThreshs        : 0.5140.150.862
I0621 18:47:13.380767 29872 Tracker.cpp:595] scaleFactor            : 0.58
I0621 18:47:13.380772 29872 Tracker.cpp:597] numberOfFramesToIgnore : 36
I0621 18:47:13.380775 29872 Tracker.cpp:599] timePeriod             : 10
I0621 18:47:13.380777 29872 Tracker.cpp:600] timePeriod is repeat   : 0
I0621 18:47:13.380782 29872 Tracker.cpp:601] sendWarpingImage       : 1
I0621 18:47:13.380784 29872 Tracker.cpp:603] drawFacePoints         : 0
I0621 18:47:13.380787 29872 Tracker.cpp:604] showTrackerDet         : 0
I0621 18:47:13.380790 29872 Tracker.cpp:605] useFrg                 : 1
I0621 18:47:13.380792 29872 Tracker.cpp:607] dataPath               : ./data/
I0621 18:47:13.380795 29872 Tracker.cpp:608] log severity level     : 0
I0621 18:47:13.380798 29872 Tracker.cpp:609] log mode               : 2
I0621 18:47:13.380800 29872 Tracker.cpp:611] head-pose-estimator    : LNET
[21.06.2018 18:47:13] [Info]  [createFaceEngine] Creating FaceEngine Full
[0m[18:47:13.038][32m[flower][39m Initializing TBB task scheduler with 4 workers[0m
[0m[18:47:13.040][32m[flower][39m Num CUDA-capable devices: 1[0m
I0621 18:47:53.856192 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.884547 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.920104 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.945576 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.991299 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.016835 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.052379 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.077931 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.114502 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.160267 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.195953 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.222532 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.259106 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.285567 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.321135 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.357358 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.393471 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.419641 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.455626 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.481711 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.517313 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.552983 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.583523 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.619635 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.655741 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.681830 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.718883 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.755426 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.783263 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.819875 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.856475 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.883976 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.940351 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.956763 29923 Tracker.cpp:384] Full detection.
I0621 18:47:54.992974 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.019795 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.055941 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.081933 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.119627 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.155645 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.193572 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.220511 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.257364 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.287905 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.334717 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.339455 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.383301 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.420493 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.457224 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.486438 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.523842 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.552386 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.587926 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.625288 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.655217 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.682549 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.730026 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.758054 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.788098 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.815384 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.853600 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.880877 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.919296 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.946535 29923 Tracker.cpp:384] Full detection.
I0621 18:47:55.987900 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.019490 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.063092 29923 FaceTracker.cpp:279] Frame 1179 new detection Track 1: x=999 y=432 w=99  h=126 score=0.967
I0621 18:47:56.063166 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.067806 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.083672 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.088124 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.114012 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.118397 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.154335 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.160251 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.191188 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.198774 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.230021 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.237956 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.255511 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.260164 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.276451 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.281095 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.316931 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.321876 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.349681 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.355759 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.383594 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.419697 29923 FaceTracker.cpp:279] Frame 1190 new detection Track 1: x=864 y=297 w=114 h=147 score=0.847
Not enough livenesses checks
I0621 18:47:56.419791 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.424393 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.450232 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.455224 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.481146 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.511092 29923 FaceTracker.cpp:279] Frame 1193 new detection Track 1: x=789 y=252 w=135 h=156 score=0.727
I0621 18:47:56.521384 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.527021 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.552848 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.584395 29923 FaceTracker.cpp:279] Frame 1195 new detection Track 1: x=756 y=210 w=132 h=162 score=0.781
I0621 18:47:56.584467 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.615819 29923 FaceTracker.cpp:279] Frame 1196 new detection Track 1: x=702 y=195 w=183 h=171 score=0.601
I0621 18:47:56.615886 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.647218 29923 FaceTracker.cpp:279] Frame 1197 new detection Track 1: x=729 y=165 w=141 h=174 score=0.864
I0621 18:47:56.647284 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.653770 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.679762 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.709653 29923 FaceTracker.cpp:279] Frame 1199 new detection Track 1: x=702 y=141 w=147 h=159 score=0.384
I0621 18:47:56.719866 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.750123 29923 FaceTracker.cpp:279] Frame 1200 new detection Track 1: x=681 y=105 w=153 h=174 score=0.541
Not enough livenesses checks
I0621 18:47:56.750195 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.754755 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.789587 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.820876 29923 FaceTracker.cpp:279] Frame 1202 new detection Track 1: x=666 y=69  w=150 h=177 score=0.437
I0621 18:47:56.820942 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.826434 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.852542 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.858237 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.884379 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.888634 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.915351 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.920514 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.958056 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.968647 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:56.990142 29923 Tracker.cpp:384] Full detection.
I0621 18:47:56.997421 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:57.019181 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.025043 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:57.054452 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.060670 29923 FaceTracker.cpp:101] Track 1 wasn't updated
I0621 18:47:57.078809 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.114462 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.152597 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.199342 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.219368 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.266822 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.286934 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.324290 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.353163 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.389739 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.415343 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.450922 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.486497 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.523425 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.549432 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.595607 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.626333 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.653821 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.690484 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.727563 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.754441 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.790036 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.825565 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.852247 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.897334 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.922232 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.957109 29923 Tracker.cpp:384] Full detection.
I0621 18:47:57.993012 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.027864 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.052776 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.090529 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.125457 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.160404 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.195320 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.221065 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.255319 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.278463 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.323112 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.356549 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.400454 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.425261 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.449625 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.483312 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.537597 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.551301 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.584995 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.618968 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.655246 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.682574 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.717917 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.753556 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.792346 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.819573 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.856194 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.884634 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.922335 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.947863 29923 Tracker.cpp:384] Full detection.
I0621 18:47:58.983381 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.029204 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.065426 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.092381 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.128623 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.157963 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.194509 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.222389 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.259622 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.295673 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.332520 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.360045 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.397274 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.424566 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.449494 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.486304 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.522101 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.556943 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.603502 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.622397 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.658963 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.686306 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.723588 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.751664 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.788420 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.825012 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.862556 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.889237 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.925731 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.962412 29923 Tracker.cpp:384] Full detection.
I0621 18:47:59.993868 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.031497 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.057531 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.093555 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.118257 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.152513 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.192277 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.219843 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.255975 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.292111 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.329084 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.349498 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.396493 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.424990 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.462615 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.500494 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.527822 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.563959 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.590831 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.626668 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.663561 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.689642 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.726462 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.752471 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.798511 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.825018 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.860628 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.889276 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.925453 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.962105 29923 Tracker.cpp:384] Full detection.
I0621 18:48:00.997766 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.033474 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.069977 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.095510 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.131043 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.156572 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.203308 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.230389 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.266366 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.293670 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.329618 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.354061 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.388635 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.424279 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.470386 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.497452 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.533002 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.559571 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.598042 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.623503 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.659054 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.704658 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.760808 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.766532 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.792999 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.817895 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.862929 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.898524 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.934228 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.960772 29923 Tracker.cpp:384] Full detection.
I0621 18:48:01.986256 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.031863 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.057467 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.093205 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.128749 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.154284 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.200744 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.226536 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.262131 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.291411 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.327015 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.352632 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.398375 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.424924 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.460512 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.496112 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.521605 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.557879 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.594085 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.631515 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.669203 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.696071 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.734725 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.761199 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.797323 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.823644 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.859755 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.885710 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.931885 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.958338 29923 Tracker.cpp:384] Full detection.
I0621 18:48:02.988770 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.035182 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.061271 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.097297 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.133740 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.160063 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.196190 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.233322 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.270109 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.297272 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.333247 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.357975 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.392513 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.428575 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.455508 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.492357 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.527514 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.563904 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.596063 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.620602 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.666862 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.687708 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.725771 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.763312 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.790695 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.829224 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.855316 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.891994 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.927774 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.955337 29923 Tracker.cpp:384] Full detection.
I0621 18:48:03.991181 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.037573 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.073792 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.101475 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.141583 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.160503 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.198851 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.228821 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.266368 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.294103 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.331074 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.368496 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.398000 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.434648 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.462520 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.499089 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.538071 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.567489 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.604720 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.634197 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.666630 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.695761 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.733222 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.761878 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.801542 29923 FaceTracker.cpp:279] Frame 1441 new detection Track 2: x=729 y=228 w=144 h=183 score=0.972
I0621 18:48:04.801604 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.831101 29923 FaceTracker.cpp:279] Frame 1442 new detection Track 2: x=729 y=213 w=132 h=168 score=0.978
I0621 18:48:04.831168 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.860440 29923 FaceTracker.cpp:279] Frame 1443 new detection Track 2: x=717 y=192 w=132 h=177 score=0.812
I0621 18:48:04.860508 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.866602 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:04.891131 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.895864 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:04.940698 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.945410 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:04.950520 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.955991 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:04.990806 29923 Tracker.cpp:384] Full detection.
I0621 18:48:04.998831 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.025488 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.033717 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.062638 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.075506 29923 FaceTracker.cpp:101] Track 2 wasn't updated
